3570540491815329,Brandon,Larson,1FG6WEErRVM33pn4ZJR1cnQfGiUFn534iZ,17ApJzmeVK6kgvdzb1X4TSdkXqsovcPvWT,13hnZpaWa1vuZap8UPmPbYD6xG4Gsrp5qv,$265800.44
372301245366556,Joan,Walker,1JApt6DaMt8zsiWnYkbdDRAwMHTCFcz22D,1GPaKUWYC3HPqqhKEAtLhS5cEmU9VVRGaK,19FGqvFVVwYJfqaS5MtQeTLMT3h8HHmG3R,$732198.77
337941869619527,Mark,Gonzales,1LqhR9nqW4cRjxZwR9K3DQHhu4J4cmxNNH,1LtNEg3HyMpB7NsRrKR6bf7u7fYLwBdTND,18NKWKdUQiVDJXkRtSfmCs1LCUFzoyhiGD,$790634.35
3531435690787668,Jack,Ryan,1H2wZLGS5Kxm4RdmiLdvYRASUtKLNYKJg9,17DzNSp4jfg1mojKLm8QNJYA54tqTLuzx6,1JkmSDpwJZrcpPSw37u2qmBBnTBjqy3D7s,$330872.24
3537804286544516,Steven,George,1MGvc53cBdtSgi4UR66aJZBY72S3T8vjcV,18ZGYMjbeRwvhkK3w3cwDczLAx6Ki33afW,1PcoYAzjs3jaox8QSerurwUxLpt483jQce,$221873.31
3534646791353484,George,Medina,1Ld1vEBfTNbvupJDgEYJ9BKUbVcqkhCP2y,16x3hWtZm4rykNm3YVykL24Ct3FdhMPPxN,19mJNtP4DGkEnXaSB1NrtzV49A9e3YK5Dy,$4507.83
4844458155514658,Edward,Hart,15LdNMmBY26AStbGVtqkJvCkQbXzXzEAPT,1ABvZX4J3DnynkgQo32MUp5WSAcByU6MaA,1Cr1MsAmrybSp864Pj6HRQV5oxr8K6PR8j,$244978.37
6709447451173273919,Evelyn,Green,1CAWyDrvHr2uYHVGESTfDb3z1k7NbuZsxc,1HyKJNxr7NGDUiDhYcJGZe8qj2yvKYJTKp,1PGNxbsYEuC1Vj3gVon4atbtHpZBJvt6k9,$154640.26
3536067341823280,Debra,Jenkins,1AQYZ4ypYpnfPf4NNyZRZ4jPD8VEVpQhJy,1GFxn8B7BtaEaNnB2EtFsojfxi2siDERNq,1JhqbecHz4nQMLQJMnipgnWwXRd5SeGWZk,$96091.49
3582160144315159,Joe,Smith,1GcqZxaej8fHkoXqLRZiG53a2AumGCCn3C,15GfMdrK2x5WW2JxJU1sWH7iSDqRfyiwEj,1KMbSnVNc16qJ7vxRmJrnz2LGF9Y3kmsrg,$275226.24
3552672627160197,Janet,Scott,1KEkkTHgzGWaQTfnCngBzqdUdivv4wBsRW,1KQutMQofTAiinzczMFRdw6dUiiJC4hGXE,17gEWMW4oCdr2Y7N7Ymt2d4aaY1M3Sqmbw,$675148.05
5108751216290765,Sandra,Knight,1Nibun2UeMaUdEKHsuTRadgQ6Dr1JW794v,1M1Xxs1apZs1VYmNDnpQwSHhU16hfcQKGP,1Bfuu3XWxnzNM7HDCbmuELhjfhRkASPPov,$103329.86
3534238572901549,Wayne,Watson,17jM4AUa2UXhmt4VrRSbqEdVAVX6hwQai5,17PJCKtBRm34GzJUV9msSqGDXFZQEXtH2x,17xPhoDJEjWvYPdvMEZ22AzjiRf5LQt9h9,$467308.89
4026288781332583,Terry,Harvey,17PBsmPAJoXRHiBwuUzev9d2DPk2MDWoFq,16CuEFSubAQE8aKKBxQTXRTiyPMeCh7zq7,1BywD3QADKXvC48EmkHUdigrNFHwVEaEAP,$747081.90
5641829690486366,Louis,Stewart,19cQvocYntcJzRsU6awN968dk2AvTXcGQC,1Hi7Wy8fB6aGUWg1daNyCzyndA1XMZrw7t,18amspJ1YSaQGFf2q97ebuArdVPuHdQtjk,$555371.28
3556371546799047,Douglas,Gomez,1AkaTo6ZBeAgZ6xYZrswvgi2qdkEoNeMTu,12Tn41YDutNzeLm3KKRKbREbzAdihwhLoN,14w9DjNs7ANmuyRAVVhHhMpxuKD2cwiZgL,$424001.58
3570925750016224,Debra,Hayes,1FCQmaoPBaHKYDhQSaYbdiNtdv253QCz5Z,1MqvouEWwZMETugHiR3seHCmzcmE5gNjrA,1CwFUQwxR2RJQ2JKjwp2isvm9cFkVrVDaF,$367945.22
6373086161662106,Benjamin,Dixon,1ECi1WjyCoED9uxm3kYsrj4feePLxWfAi8,1B3J2LmSDDyF1uM7Z8fv6RpWkUu9G9fYY6,12xLM7sTmAFt3LLQEDjESTJecb2kaxJnm3,$112741.69
3575592978070220,Larry,Hansen,15USAAcu1qGie7nEGddUqYrzMSxvmMpcmS,14i4pZEFKxnBtK9wEi2kB5RZPiiXxW9eum,1PgZFMq6S6r2AoQqvHAMtCxFmgrGY7hGBB,$77472.24
3544199579369981,Earl,Nguyen,1CQBWMVV7k3xbpHrFHyaNBdApBcrHFV5oz,13rzccX9GxbJ2ehypS3FzrLev9yakUMe6R,1MCPG4xkFRcKNboUYYUrEZnqsUHuUuAzK7,$29864.24
3588032163934042,Carolyn,Anderson,18xHTztdur4REs6YfSRWafSriWhFKvASyU,1GcAF66vo5eQn4tZRZQNvHmXNUbWsbzv9d,1LtKaLPH2CksepDwMhzzKGYEyQ1HmYqZG8,$937012.84
3583316951987261,Kathryn,Harvey,1BgKKCgrDSqwhXTGZAmrTF6XkbVUXaiMex,1A5Tqn31WFuT56Yu6WEnFXddWptd8ZBLUd,1EAQGKLaFHsYvBdVoe9LwjLYo7PHhWU2FS,$890193.95
56022559898533493,George,Washington,1Hz6DvySP7vWLbrsdBnQmmmpv1ucMWpdRM,12Dh8sgNNL26WSkDrCZXoCKCj9R51BKZm7,1HVzK8tg82R9VqWLTsArGWNsmDXKBkrYTz,$316583.58
3529985509062442,Billy,Watkins,1HahVh2PnJEWkejMgwwMdJaVyxFLa5GjBb,1C5BqzfKBVmQb1r3UtTtUQQ2Jo3vqvDHVU,1BzwmZCCpZQtj8baX1B4NAqfDqhX7Wa1FU,$390165.22
5252118676143591,Shawn,Perry,18MSxqcvBp22Pogy9YQf99pxHcEnh1hqar,1JEwHTygaz2vh3Eb8AeAzrBAJa1uLbt8Fz,15qLLmNh5k4UPEdP2uGxjgKsjxXZNJGccg,$223305.39
36524971035016,Douglas,Vasquez,1BjXTKNAjZ9D3ysCfTjP7cBnfpisBTaNWm,1GJpSHhxUvTFtJ2a93rSo9kfRHv1TzEnhN,1JA6BGGiXZ1g7FzBydEUCbhXmhhfj6F6be,$883621.82
3562820450626374,Linda,Lawson,1BrtR2ASXGHhK6K4cA6S9aoK8S4RZC8d2b,1LC3hu81KN2zpmwaWDxx2SCrqEyVgmAz7a,1L1ug2iaBfiH1eyDgNifkXydq9JZjgy2V3,$668095.61
30304799175518,Jack,Garza,1EPiZ2Yrv3soTxb3XszpeeohaUrGuwnXG4,1JwTCxPjC8f8Znx7YNinxnaoxPXc6hjiCQ,1MA9wjfPiACxKAjFcH5rgvxRXZrm8KqdLM,$339274.58
374283115788952,Richard,Torres,1KiGEKb3SqrfAtodQMrZsmvCXpmjC5FmLt,13yrf95Bi9tWp28gyY6qUtKwWLq342xwwk,1H6xG7stBw95yLNJbSxRfjhspJYw8xx5RC,$283658.57
3551164501938188,Wanda,Dixon,1EkvuurS1hBN9YVnS4vAKWGxywjvrcri2s,18hpWs5sDYPmzR1WboLTtWwnnEJYgrRUZQ,1A4qLetdaiegarcWJ9ZADU2YnDzAJhiF9N,$47126.42
5020244722944007069,Richard,Reyes,1MNqFGe5L22Hbh5yBZPzFMemqo7s39ikV3,1DT5UPsyjiCMRX1SvYGzpzqHhJ8XZfbESH,1KX55k74G2BwbHjzvtqYPPi625K2HMMhWN,$220771.50
4041374004869,Andrew,Alexander,14nnN4rRk12oJVYjm38AofEh8uEjWKh8j3,1BejRBDvnpqQbVoKHv8UCJqaawAS5Remx8,1N5Bc4Soox68195Wt2Bq315CYTp3eNo5F7,$708566.01
3543882985728921,Jacqueline,Perry,17y86tDAJaKrkqGth7XhXP6uZA4VZfdPnq,12qsT6w4kymGh7g66kGxovJmdHnrVZttfn,1KnBFSNYhJzXT1mMF2nVYwuHUBwfPMQdfb,$712144.67
67637877764184413,Sarah,Carr,1HZNf2x3migNpdV487uFozkuwkVnUBUgr6,14dt6Sdq857pxNqACHpQ1mdpvtd6N5rG6D,1MAFYEa6D5XMej9jwTEiozeZDySrXiKDCX,$77687.21
5602223814719018,David,Brown,1AhNyaTjghSM7RfoECQWNsH8Z9WdtC1xMu,1G8btrcAEtjsKDR5wEmdtvBKsAum6JDoVN,14mfLMp4P947HD58Rp5hkux7aFwux2mnnq,$772203.70
3535246635153999,Todd,Bishop,14jKqPzn8BaYhPhFHnCVCBoCArSCdWisj4,17Mt4DgYiUbJEekrfiXAKguC91To6RQic9,14aEAX4K8SnVa4AcQ1ziThghZLUkpUbmHt,$430257.48
30310084634176,Donna,Harper,1MEy5aN3j6r7FtoFj82MrT9LiFM7p3pz9C,15kmoZSXbc4EJHhfF9idHcc9SZyh2phfeZ,15JzotG4xv7RPs2o7zKmXJodCTQy2Dj87Q,$446771.24
